gender,race,rank,interactions,outcomes,misconducts,violences,primary_cause,total_settlement
M,White,Police Officer,{Stop and frisk},{Other charges filed},"{Illegal search/seizure,False arrest or report}","",Illegal search/seizure,5000.00
M,White,Police Officer,{Stop and frisk},{Other charges filed},"{Illegal search/seizure,False arrest or report}","",Illegal search/seizure,5000.00
M,White,Captain of Police,"",{Died out of custody},{Excessive force},{Physical force},Excessive force/serious,45000.00
M,White,Police Officer,"",{Died out of custody},{Excessive force},{Physical force},Excessive force/serious,45000.00
M,Hispanic,Police Officer,"",{Died out of custody},{Excessive force},{Physical force},Excessive force/serious,45000.00
M,White,Police Officer,"",{Died out of custody},{Excessive force},{Physical force},Excessive force/serious,45000.00
M,Hispanic,Police Officer,"",{Died out of custody},{Excessive force},{Physical force},Excessive force/serious,45000.00
M,White,Police Officer,"",{Died out of custody},{Excessive force},{Physical force},Excessive force/serious,45000.00
F,White,Police Officer,"",{Died out of custody},{Excessive force},{Physical force},Excessive force/serious,45000.00
M,White,Police Officer,"",{Died out of custody},{Excessive force},{Physical force},Excessive force/serious,45000.00
M,Hispanic,Police Officer,"",{Died out of custody},{Excessive force},{Physical force},Excessive force/serious,45000.00
M,Hispanic,Police Officer,"",{Died out of custody},{Excessive force},{Physical force},Excessive force/serious,45000.00
M,White,Captain of Police,"",{Died out of custody},{Excessive force},{Physical force},Excessive force/serious,45000.00
M,White,Deputy Chief,"",{Died out of custody},{Excessive force},{Physical force},Excessive force/serious,45000.00
M,Black,Detective,{Home invasion},"",{False arrest or report},"{Gun,Physical force}",False arrest,10000.00
M,Black,Police Officer,{Home invasion},"",{False arrest or report},"{Gun,Physical force}",False arrest,10000.00
M,White,Sergeant of Police,"",{Other charges filed},"{Excessive force,False arrest or report}","{Gun,Physical force}",False arrest,40000.00
M,White,Police Officer,{Stop and frisk},{Other charges filed},"{Witness manipulation,Illegal search/seizure,False arrest or report}","",Illegal search/seizure,10125.00
M,White,Police Officer,{Stop and frisk},{Other charges filed},"{Witness manipulation,Illegal search/seizure,False arrest or report}","",Illegal search/seizure,10125.00
F,Hispanic,Police Officer,{Stop and frisk},{Other charges filed},"{Witness manipulation,Illegal search/seizure,False arrest or report}","",Illegal search/seizure,10125.00
F,White,Police Officer as Detective,{Stop and frisk},{Other charges filed},"{Witness manipulation,Illegal search/seizure,False arrest or report}","",Illegal search/seizure,10125.00
M,White,Police Officer,{Stop and frisk},{Other charges filed},"{Witness manipulation,Illegal search/seizure,False arrest or report}","",Illegal search/seizure,10125.00
F,White,Police Officer,{Stop and frisk},{Other charges filed},"{Witness manipulation,Illegal search/seizure,False arrest or report}","",Illegal search/seizure,10125.00
M,Black,Police Officer,{Stop and frisk},{Other charges filed},"{Witness manipulation,Illegal search/seizure,False arrest or report}","",Illegal search/seizure,10125.00
M,White,Police Officer,{Stop and frisk},{Other charges filed},"{Witness manipulation,Illegal search/seizure,False arrest or report}","",Illegal search/seizure,10125.00
F,White,Police Officer,"","",{Illegal search/seizure},"",Illegal search/seizure,11000.00
M,White,Police Officer,"","",{Illegal search/seizure},"",Illegal search/seizure,11000.00
F,Hispanic,Police Officer,"",{Hospitalized},"{Excessive force,False arrest or report}",{Physical force},Excessive force/minor,10000.00
F,Hispanic,Police Officer,"",{Hospitalized},"{Excessive force,False arrest or report}",{Physical force},Excessive force/minor,10000.00
F,White,Police Officer,{Lock-up},"{Assault or battery to an officer charges,Extended detention,Hospitalized}","{False arrest or report,Excessive force}",{Taser},Excessive force/minor,75000.00
M,Hispanic,Police Officer,{Lock-up},"{Assault or battery to an officer charges,Extended detention,Hospitalized}","{False arrest or report,Excessive force}",{Taser},Excessive force/minor,75000.00
M,White,Police Officer,"",{Other charges filed},"{Excessive force,False arrest or report}","",Excessive force/serious,12000.00
M,Hispanic,Police Officer,"",{Other charges filed},"{Excessive force,False arrest or report}","",Excessive force/serious,12000.00
M,Hispanic,Police Officer,"","{Hospitalized,Resisting or obstructing arrest charges,Drug charges,Assault or battery to an officer charges}","{Excessive force,False arrest or report}",{Physical force},Excessive force/serious,95000.00
M,White,Police Officer,"","{Hospitalized,Resisting or obstructing arrest charges,Drug charges,Assault or battery to an officer charges}","{Excessive force,False arrest or report}",{Physical force},Excessive force/serious,95000.00
M,White,Sergeant of Police,"","{Hospitalized,Resisting or obstructing arrest charges,Drug charges,Assault or battery to an officer charges}","{Excessive force,False arrest or report}",{Physical force},Excessive force/serious,95000.00
M,White,Police Officer,"","","{Excessive force,False arrest or report}",{Physical force},Excessive force/minor,18000.00
M,Hispanic,Police Officer,"","","{Excessive force,False arrest or report}",{Physical force},Excessive force/minor,18000.00
M,White,Lieutenant of Police,"","","{Excessive force,False arrest or report}",{Physical force},Excessive force/minor,18000.00
M,White,Police Officer,"","","{Excessive force,False arrest or report}",{Physical force},Excessive force/minor,18000.00
M,Hispanic,Police Officer,"","","{Excessive force,False arrest or report}",{Physical force},Excessive force/minor,18000.00
M,White,Police Officer,"","","{Excessive force,False arrest or report}",{Physical force},Excessive force/minor,18000.00
M,White,Police Officer,"","","{Excessive force,False arrest or report}",{Physical force},Excessive force/minor,18000.00
M,White,Police Officer,"","","{Excessive force,False arrest or report}",{Physical force},Excessive force/minor,18000.00
M,White,Lieutenant of Police,"","","{Excessive force,False arrest or report}",{Physical force},Excessive force/minor,18000.00
M,White,Police Officer,"","","{Excessive force,False arrest or report}",{Physical force},Excessive force/minor,18000.00
M,Hispanic,Police Officer,"",{Other charges filed},{False arrest or report},"",False arrest,30000.00
M,Black,Police Officer,"",{Assault or battery to an officer charges},"{Excessive force,False arrest or report}","{Nightstick,Physical force}",Excessive force,75000.00
M,Hispanic,Police Officer,"",{Assault or battery to an officer charges},"{Excessive force,False arrest or report}","{Nightstick,Physical force}",Excessive force,75000.00
M,Black,Police Officer,"",{Assault or battery to an officer charges},"{Excessive force,False arrest or report}","{Nightstick,Physical force}",Excessive force,75000.00
M,Black,Police Officer,"",{Assault or battery to an officer charges},"{Excessive force,False arrest or report}","{Nightstick,Physical force}",Excessive force,75000.00
M,Black,Police Officer,"",{Assault or battery to an officer charges},"{Excessive force,False arrest or report}","{Nightstick,Physical force}",Excessive force,75000.00
M,Black,Police Officer / Field Training Officer,"",{Assault or battery to an officer charges},"{Excessive force,False arrest or report}","{Nightstick,Physical force}",Excessive force,75000.00
M,Black,Sergeant of Police,"",{Assault or battery to an officer charges},"{Excessive force,False arrest or report}","{Nightstick,Physical force}",Excessive force,75000.00
M,White,Police Officer,"",{Assault or battery to an officer charges},"{Excessive force,False arrest or report}","{Nightstick,Physical force}",Excessive force,75000.00
M,Black,Police Officer as Detective,{Home invasion},"",{Illegal search/seizure},"",Illegal search/seizure,1500.00
M,White,Police Officer,"","{Resisting or obstructing arrest charges,Assault or battery to an officer charges}",{False arrest or report},{Physical force},False arrest,40000.00
M,White,Police Officer,"","{Resisting or obstructing arrest charges,Assault or battery to an officer charges}",{False arrest or report},{Physical force},False arrest,40000.00
M,White,Sergeant of Police,{Traffic stop},{Other charges filed},"{Excessive force,False arrest or report}","{Pepper spray,Physical force}",Excessive force/minor,40000.00
M,White,Lieutenant of Police,{Traffic stop},{Other charges filed},"{Excessive force,False arrest or report}","{Pepper spray,Physical force}",Excessive force/minor,40000.00
M,White,Police Officer as Detective,{Traffic stop},{Other charges filed},"{Excessive force,False arrest or report}","{Pepper spray,Physical force}",Excessive force/minor,40000.00
M,Asian/Pacific,Police Officer as Detective,{Traffic stop},{Other charges filed},"{Excessive force,False arrest or report}","{Pepper spray,Physical force}",Excessive force/minor,40000.00
M,White,Sergeant of Police,"","{Hospitalized,Other charges filed}",{Excessive force},{Physical force},Excessive force/minor,25000.00
M,White,Sergeant of Police,"","{Hospitalized,Other charges filed}",{Excessive force},{Physical force},Excessive force/minor,25000.00
M,White,Police Officer,"","{Hospitalized,Other charges filed}",{Excessive force},{Physical force},Excessive force/minor,25000.00
M,Black,Police Officer,"","",{Excessive force},{Physical force},Excessive force/minor,500.00
M,Black,Police Officer,"","",{Excessive force},{Physical force},Excessive force/minor,500.00
M,Black,Police Officer,"{Lock-up,Stop and frisk}",{Drug charges},"{Excessive force,False arrest or report}","",False arrest,2500.00
M,White,Police Officer,"{Lock-up,Stop and frisk}",{Drug charges},"{Excessive force,False arrest or report}","",False arrest,2500.00
M,Black,Police Officer,"{Lock-up,Stop and frisk}",{Drug charges},"{Excessive force,False arrest or report}","",False arrest,2500.00
M,White,Sergeant of Police,{Stop and frisk},"{Hospitalized,Drug charges}","{Destroy/conceal/fabricate evidence,Excessive force,Racial epithets,Threats/intimidation,False arrest or report}",{Physical force},Excessive force/minor,10000.00
M,White,Police Officer,{Stop and frisk},"{Hospitalized,Drug charges}","{Destroy/conceal/fabricate evidence,Excessive force,Racial epithets,Threats/intimidation,False arrest or report}",{Physical force},Excessive force/minor,10000.00
F,White,Police Officer,{Traffic stop},{Other charges filed},"{Illegal search/seizure,False arrest or report}","",Illegal search/seizure,18000.00
M,White,Police Officer,{Traffic stop},{Other charges filed},"{Illegal search/seizure,False arrest or report}","",Illegal search/seizure,18000.00
M,White,Police Officer,"",{Hospitalized},{Excessive force},{Physical force},Excessive force,2000.00
M,White,Police Officer,"",{Hospitalized},{Excessive force},{Physical force},Excessive force,2000.00
M,White,Superintendent of Police,"",{Hospitalized},{Excessive force},{Physical force},Excessive force,2000.00
F,Black,Sergeant of Police,"",{Hospitalized},{Excessive force},{Physical force},Excessive force,2000.00
F,Hispanic,Police Officer,"",{Hospitalized},{Excessive force},{Physical force},Excessive force,2000.00
M,Black,Police Officer as Detective,"",{Hospitalized},{Excessive force},{Physical force},Excessive force,2000.00
M,Hispanic,Police Officer,"",{Hospitalized},{Excessive force},{Physical force},Excessive force,2000.00
F,White,Police Officer,"",{Hospitalized},{Excessive force},{Physical force},Excessive force,2000.00
M,Hispanic,Police Officer,{Home invasion},{Other charges filed},{Excessive force},"{Taser,Pepper spray,Physical force}",Excessive force/minor,51000.00
M,Black,Police Officer,{Home invasion},{Other charges filed},{Excessive force},"{Taser,Pepper spray,Physical force}",Excessive force/minor,51000.00
M,Black,Sergeant of Police,{Home invasion},{Other charges filed},{Excessive force},"{Taser,Pepper spray,Physical force}",Excessive force/minor,51000.00
